STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER
RAJASTHAN,PALI,2007,30,36
RAJASTHAN,RAJSAMAND,2007,13,16
RAJASTHAN,SAWAI MADHOPUR,2007,19,21
RAJASTHAN,SIKAR,2007,36,35
RAJASTHAN,SIROHI,2007,22,21
RAJASTHAN,TONK,2007,23,36
RAJASTHAN,UDAIPUR,2007,84,85
RAJASTHAN,TOTAL,2007,1303,1772
SIKKIM,EAST,2007,2,10
SIKKIM,NORTH,2007,0,0
SIKKIM,SOUTH,2007,1,2
SIKKIM,WEST,2007,6,2
SIKKIM,TOTAL,2007,9,14
TAMIL NADU,CHENNAI,2007,145,247
TAMIL NADU,CHENNAI RLY.,2007,4,5
TAMIL NADU,COIMBATORE RURAL,2007,87,62
TAMIL NADU,COIMBATORE URBAN,2007,22,15
TAMIL NADU,CUDDALORE,2007,61,114
TAMIL NADU,DHARMAPURI,2007,38,46
TAMIL NADU,DINDIGUL,2007,40,79
TAMIL NADU,ERODE,2007,54,31
TAMIL NADU,KANCHIPURAM,2007,57,97
TAMIL NADU,KANYAKUMARI,2007,27,51
TAMIL NADU,KARUR,2007,18,17
TAMIL NADU,KRISHNAGIRI,2007,72,44
TAMIL NADU,MADURAI RURAL,2007,55,52
TAMIL NADU,MADURAI URBAN,2007,27,25
TAMIL NADU,NAGAPATTINAM,2007,39,65
TAMIL NADU,NAMAKKAL,2007,26,19
TAMIL NADU,NILGIRIS,2007,13,8
TAMIL NADU,PERAMBALUR,2007,32,35
TAMIL NADU,PUDUKOTTAI,2007,34,29
TAMIL NADU,RAMNATHAPURAM,2007,37,55
TAMIL NADU,SALEM RURAL,2007,67,54
TAMIL NADU,SALEM URBAN,2007,16,30
TAMIL NADU,SIVAGANGAI,2007,43,50
TAMIL NADU,THANJAVUR,2007,68,66
TAMIL NADU,THENI,2007,29,62
TAMIL NADU,THIRUNELVELI RURAL,2007,80,262
TAMIL NADU,THIRUNELVELI URBAN,2007,16,47
TAMIL NADU,THIRUVALLUR,2007,23,35
TAMIL NADU,THIRUVANNAMALAI,2007,45,26
TAMIL NADU,THIRUVARUR,2007,39,44
TAMIL NADU,THOOTHUGUDI,2007,62,100
TAMIL NADU,TRICHY RLY.,2007,0,0
TAMIL NADU,TRICHY RURAL,2007,49,19
TAMIL NADU,TRICHY URBAN,2007,21,22
TAMIL NADU,VELLORE,2007,66,36
TAMIL NADU,VILLUPURAM,2007,70,76
TAMIL NADU,VIRUDHUNAGAR,2007,51,53
TAMIL NADU,TOTAL,2007,1633,2078
TRIPURA,DHALAI,2007,18,3
TRIPURA,NORTH,2007,21,6
TRIPURA,SOUTH,2007,34,35
TRIPURA,WEST,2007,65,14
TRIPURA,TOTAL,2007,138,58
UTTAR PRADESH,AGRA,2007,123,141
UTTAR PRADESH,ALIGARH,2007,166,154
UTTAR PRADESH,ALLAHABAD,2007,143,85
UTTAR PRADESH,AMBEDKAR NAGAR,2007,26,20
UTTAR PRADESH,AURAIYA,2007,37,34
UTTAR PRADESH,AZAMGARH,2007,54,23
UTTAR PRADESH,BADAUN,2007,88,110
UTTAR PRADESH,BAGHPAT,2007,81,57
UTTAR PRADESH,BAHRAICH,2007,43,30
UTTAR PRADESH,BALLIA,2007,32,31
UTTAR PRADESH,BALRAMPUR,2007,20,13
UTTAR PRADESH,BANDA,2007,49,22
UTTAR PRADESH,BARABANKI,2007,62,44
UTTAR PRADESH,BAREILLY,2007,138,171
UTTAR PRADESH,BASTI,2007,24,20
UTTAR PRADESH,BIJNOR,2007,99,51
UTTAR PRADESH,BULANDSHAHAR,2007,146,160
UTTAR PRADESH,CHANDOLI,2007,17,20
UTTAR PRADESH,CHITRAKOOT DHAM,2007,23,14
UTTAR PRADESH,DEORIA,2007,31,17
UTTAR PRADESH,ETAH,2007,141,194
UTTAR PRADESH,ETAWAH,2007,66,69
UTTAR PRADESH,FAIZABAD,2007,52,29
UTTAR PRADESH,FATEHGARH,2007,64,90
UTTAR PRADESH,FATEHPUR,2007,66,30
UTTAR PRADESH,FIROZABAD,2007,123,143
UTTAR PRADESH,G.R.P.,2007,20,20
UTTAR PRADESH,GAUTAMBUDH NAGAR,2007,75,71
UTTAR PRADESH,GHAZIABAD,2007,150,135
UTTAR PRADESH,GHAZIPUR,2007,40,39
UTTAR PRADESH,GONDA,2007,46,46
UTTAR PRADESH,GORAKHPUR,2007,75,58
UTTAR PRADESH,HAMIRPUR,2007,22,7
UTTAR PRADESH,HARDOI,2007,86,54
UTTAR PRADESH,HATHRAS,2007,56,54
UTTAR PRADESH,J.P.NAGAR,2007,66,50
UTTAR PRADESH,JALAUN,2007,48,17
UTTAR PRADESH,JAUNPUR,2007,44,62
UTTAR PRADESH,JHANSI,2007,66,30
UTTAR PRADESH,KANNAUJ,2007,54,40
UTTAR PRADESH,KANPUR DEHAT,2007,41,43
UTTAR PRADESH,KANPUR NAGAR,2007,148,132
UTTAR PRADESH,KAUSHAMBI,2007,51,23
UTTAR PRADESH,KHIRI,2007,93,66
UTTAR PRADESH,KUSHI NAGAR,2007,20,20
UTTAR PRADESH,LALITPUR,2007,22,4
UTTAR PRADESH,LUCKNOW,2007,159,118
UTTAR PRADESH,MAHARAJGANJ,2007,25,11
UTTAR PRADESH,MAHOBA,2007,30,13
UTTAR PRADESH,MAINPURI,2007,108,137
UTTAR PRADESH,MATHURA,2007,83,115
UTTAR PRADESH,MAU,2007,32,38
UTTAR PRADESH,MEERUT,2007,195,189
UTTAR PRADESH,MIRZAPUR,2007,40,17
UTTAR PRADESH,MORADABAD,2007,130,138
UTTAR PRADESH,MUZAFFARNAGAR,2007,213,170
UTTAR PRADESH,PILIBHIT,2007,38,20
UTTAR PRADESH,PRATAPGARH,2007,58,44
UTTAR PRADESH,RAIBAREILLY,2007,57,46
UTTAR PRADESH,RAMPUR,2007,57,71
UTTAR PRADESH,SAHARANPUR,2007,81,105
UTTAR PRADESH,SANT KABIRNAGAR,2007,21,10
UTTAR PRADESH,SHAHJAHANPUR,2007,126,125
UTTAR PRADESH,SHRAWASTI,2007,19,11
UTTAR PRADESH,SIDHARTHNAGAR,2007,12,4
UTTAR PRADESH,SITAPUR,2007,112,81
UTTAR PRADESH,SONBHADRA,2007,35,16
UTTAR PRADESH,ST.RAVIDASNAGAR,2007,13,19
UTTAR PRADESH,SULTANPUR,2007,59,61
UTTAR PRADESH,UNNAO,2007,94,61
UTTAR PRADESH,VARANASI,2007,66,61
UTTAR PRADESH,TOTAL,2007,5000,4424
UTTARAKHAND,ALMORA,2007,19,9
UTTARAKHAND,BAGESHWAR,2007,10,1
UTTARAKHAND,CHAMOLI,2007,15,9
UTTARAKHAND,CHAMPAWAT,2007,5,0
UTTARAKHAND,DEHRADUN,2007,37,50
UTTARAKHAND,HARIDWAR,2007,55,59
UTTARAKHAND,NAINITAL,2007,26,19
UTTARAKHAND,PAURI GARHWAL,2007,19,7
UTTARAKHAND,PITHORAGARH,2007,9,2
UTTARAKHAND,RUDRA PRAYAG,2007,6,6
UTTARAKHAND,TEHRI GARHWAL,2007,11,7
UTTARAKHAND,UDHAMSINGH NAGAR,2007,54,56
UTTARAKHAND,UTTARKASHI,2007,2,3
UTTARAKHAND,TOTAL,2007,268,228
WEST BENGAL,24 PARGANAS NORTH,2007,194,6
WEST BENGAL,24 PARGANAS SOUTH,2007,158,123
WEST BENGAL,ASANSOL,2007,26,2
WEST BENGAL,BANKURA,2007,49,32
WEST BENGAL,BIRBHUM,2007,66,15
WEST BENGAL,BURDWAN,2007,122,14
WEST BENGAL,COOCHBEHAR,2007,34,10
WEST BENGAL,DAKSHIN DINAJPUR,2007,34,78
WEST BENGAL,DARJEELING,2007,31,2
WEST BENGAL,HOOGHLY,2007,90,97
WEST BENGAL,HOWRAH,2007,69,16
WEST BENGAL,HOWRAH G.R.P.,2007,9,4
WEST BENGAL,JALPAIGURI,2007,122,56
WEST BENGAL,KHARAGPUR G.R.P.,2007,3,0
WEST BENGAL,KOLKATA,2007,36,71
WEST BENGAL,MALDA,2007,88,63
WEST BENGAL,MURSHIDABAD,2007,132,61
WEST BENGAL,NADIA,2007,99,69
WEST BENGAL,PASCHIM MIDNAPUR,2007,105,39
WEST BENGAL,PURAB MIDNAPUR,2007,76,41
WEST BENGAL,PURULIA,2007,46,0
WEST BENGAL,SEALDAH G.R.P.,2007,6,7
WEST BENGAL,SILIGURI G.R.P.,2007,4,1
WEST BENGAL,UTTAR DINAJPUR,2007,53,70
WEST BENGAL,TOTAL,2007,1652,877
A & N ISLANDS,A and N ISLANDS,2007,15,19
A & N ISLANDS,TOTAL,2007,15,19
CHANDIGARH,CHANDIGARH,2007,19,26
CHANDIGARH,TOTAL,2007,19,26
D & N HAVELI,D and N HAVELI,2007,10,2
D & N HAVELI,TOTAL,2007,10,2
DAMAN & DIU,DAMAN,2007,12,6
DAMAN & DIU,DIU,2007,0,1
DAMAN & DIU,TOTAL,2007,12,7
DELHI UT,CENTRAL,2007,27,29
DELHI UT,DELHI UT TOTAL,2007,495,530
DELHI UT,EAST,2007,34,61
DELHI UT,GRP(RLY),2007,3,0
DELHI UT,IGI AIRPORT,2007,1,0
DELHI UT,NEW DELHI,2007,4,7
DELHI UT,NORTH,2007,22,41
DELHI UT,NORTH-EAST,2007,66,74
DELHI UT,NORTH-WEST,2007,57,52
DELHI UT,OUTER,2007,102,96
DELHI UT,SOUTH,2007,68,84
DELHI UT,SOUTH-WEST,2007,51,43
DELHI UT,STF,2007,0,6
DELHI UT,WEST,2007,60,37
LAKSHADWEEP,LAKSHADWEEP,2007,0,2
LAKSHADWEEP,TOTAL,2007,0,2
PUDUCHERRY,KARAIKAL,2007,4,9
PUDUCHERRY,PONDICHERRY,2007,30,33
PUDUCHERRY,TOTAL,2007,34,42
ANDHRA PRADESH,ADILABAD,2008,73,82
ANDHRA PRADESH,ANANTAPUR,2008,154,80
ANDHRA PRADESH,CHITTOOR,2008,123,65
ANDHRA PRADESH,CUDDAPAH,2008,114,94
ANDHRA PRADESH,CYBERABAD,2008,197,66
ANDHRA PRADESH,EAST GODAVARI,2008,82,112
ANDHRA PRADESH,GUNTAKAL RLY.,2008,7,0
ANDHRA PRADESH,GUNTUR,2008,159,196
ANDHRA PRADESH,HYDERABAD CITY,2008,122,126
ANDHRA PRADESH,KARIMNAGAR,2008,134,114
ANDHRA PRADESH,KHAMMAM,2008,123,47
ANDHRA PRADESH,KRISHNA,2008,53,63
ANDHRA PRADESH,KURNOOL,2008,116,143
ANDHRA PRADESH,MAHABOOBNAGAR,2008,188,66
ANDHRA PRADESH,MEDAK,2008,140,57
ANDHRA PRADESH,NALGONDA,2008,121,76
ANDHRA PRADESH,NELLORE,2008,70,73
ANDHRA PRADESH,NIZAMABAD,2008,153,61
ANDHRA PRADESH,PRAKASHAM,2008,75,59
ANDHRA PRADESH,RANGA REDDY,2008,91,35
ANDHRA PRADESH,SECUNDERABAD RLY.,2008,10,0
ANDHRA PRADESH,SRIKAKULAM,2008,25,0
ANDHRA PRADESH,VIJAYAWADA CITY,2008,34,58
ANDHRA PRADESH,VIJAYAWADA RLY.,2008,1,1
ANDHRA PRADESH,VISAKHA RURAL,2008,65,40
ANDHRA PRADESH,VISAKHAPATNAM,2008,32,36
ANDHRA PRADESH,VIZIANAGARAM,2008,29,21
ANDHRA PRADESH,WARANGAL,2008,121,73
ANDHRA PRADESH,WEST GODAVARI,2008,78,98
ANDHRA PRADESH,TOTAL,2008,2690,1942
ARUNACHAL PRADESH,CHANGLANG,2008,6,4
ARUNACHAL PRADESH,DIBANG VALLEY,2008,1,2
ARUNACHAL PRADESH,K/KUMEY,2008,3,4
ARUNACHAL PRADESH,KAMENG EAST,2008,4,0
ARUNACHAL PRADESH,KAMENG WEST,2008,1,0
ARUNACHAL PRADESH,LOHIT,2008,11,1
ARUNACHAL PRADESH,PAPUM PARE,2008,11,6
ARUNACHAL PRADESH,SIANG EAST,2008,9,2
ARUNACHAL PRADESH,SIANG UPPER,2008,1,3
ARUNACHAL PRADESH,SIANG WEST,2008,6,5
ARUNACHAL PRADESH,SUBANSIRI LOWER,2008,4,1
ARUNACHAL PRADESH,SUBANSIRI UPPER,2008,4,6
ARUNACHAL PRADESH,TAWANG,2008,2,0
ARUNACHAL PRADESH,TIRAP,2008,7,3
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2008,2,0
ARUNACHAL PRADESH,TOTAL,2008,72,37
ASSAM,BARPETA,2008,54,20
ASSAM,BASKA,2008,67,19
ASSAM,BONGAIGAON,2008,15,10
ASSAM,C.I.D.,2008,0,0
ASSAM,CACHAR,2008,56,6
ASSAM,CHIRANG,2008,24,0
ASSAM,DARRANG,2008,38,5
ASSAM,DHEMAJI,2008,21,30
ASSAM,DHUBRI,2008,44,20
ASSAM,DIBRUGARH,2008,99,21
ASSAM,G.R.P.,2008,6,0
ASSAM,GOALPARA,2008,36,5
ASSAM,GOLAGHAT,2008,65,15
ASSAM,GUWAHATI CITY,2008,50,18
ASSAM,HAILAKANDI,2008,27,0
ASSAM,JORHAT,2008,51,24
ASSAM,KAMRUP,2008,46,23
ASSAM,KARBI ANGLONG,2008,55,16
ASSAM,KARIMGANJ,2008,27,13
ASSAM,KOKRAJHAR,2008,53,32
ASSAM,LAKHIMPUR,2008,41,6
ASSAM,MORIGAON,2008,20,9
ASSAM,N.C.HILLS,2008,42,14
ASSAM,NAGAON,2008,83,41
ASSAM,NALBARI,2008,31,29
ASSAM,R.P.O.,2008,3,0
ASSAM,SIBSAGAR,2008,108,7
ASSAM,SONITPUR,2008,94,31
ASSAM,TINSUKIA,2008,114,0
ASSAM,UDALGURI,2008,56,3
ASSAM,TOTAL,2008,1426,417
BIHAR,ARARIA,2008,50,37
BIHAR,ARWAL,2008,28,0
BIHAR,AURANGABAD,2008,92,27
BIHAR,BAGAHA,2008,26,8
BIHAR,BANKA,2008,70,56
BIHAR,BEGUSARAI,2008,101,170
BIHAR,BETTIAH,2008,64,33
BIHAR,BHABHUA,2008,40,38
BIHAR,BHAGALPUR,2008,90,81
BIHAR,BHOJPUR,2008,138,167
BIHAR,BUXAR,2008,52,61
BIHAR,DARBHANGA,2008,76,154
BIHAR,GAYA,2008,136,60
BIHAR,GOPALGANJ,2008,74,93
BIHAR,JAMALPUR RLY.,2008,10,0
BIHAR,JAMUI,2008,56,127
BIHAR,JEHANABAD,2008,35,10
BIHAR,KATIHAR,2008,63,13
BIHAR,KATIHAR RLY.,2008,6,11
BIHAR,KHAGARIA,2008,55,63
BIHAR,KISHANGANJ,2008,32,42
BIHAR,LAKHISARAI,2008,41,67
BIHAR,MADHEPURA,2008,34,7
BIHAR,MADHUBANI,2008,62,72
BIHAR,MOTIHARI,2008,120,306
BIHAR,MUNGER,2008,85,92
BIHAR,MUZAFFARPUR,2008,138,11
BIHAR,MUZAFFARPUR RLY.,2008,16,0
BIHAR,NALANDA,2008,120,53
BIHAR,NAUGACHIA,2008,33,15
BIHAR,NAWADAH,2008,76,8
BIHAR,PATNA,2008,341,189
BIHAR,PATNA RLY.,2008,24,13
BIHAR,PURNEA,2008,81,20
BIHAR,ROHTAS,2008,112,19
BIHAR,SAHARSA,2008,30,139
BIHAR,SAMASTIPUR,2008,81,292
BIHAR,SARAN,2008,119,137
BIHAR,SHEIKHPURA,2008,22,27
BIHAR,SHEOHAR,2008,9,17
BIHAR,SITAMARHI,2008,72,37
BIHAR,SIWAN,2008,74,65
BIHAR,SUPAUL,2008,49,88
BIHAR,VAISHALI,2008,106,29
BIHAR,TOTAL,2008,3139,2954
CHHATTISGARH,BALRAMPUR,2008,49,12
CHHATTISGARH,BILASPUR,2008,112,48
CHHATTISGARH,BIZAPUR,2008,95,82
CHHATTISGARH,DANTEWARA,2008,69,84
CHHATTISGARH,DHAMTARI,2008,23,16
CHHATTISGARH,DURG,2008,83,39
CHHATTISGARH,GRP RAIPUR,2008,5,1
CHHATTISGARH,JAGDALPUR,2008,73,46
CHHATTISGARH,JANJGIR,2008,36,31
CHHATTISGARH,JASHPUR,2008,65,16
CHHATTISGARH,KABIRDHAM,2008,11,18
CHHATTISGARH,KANKER,2008,54,53
CHHATTISGARH,KORBA,2008,38,12
CHHATTISGARH,KORIYA,2008,48,22
CHHATTISGARH,MAHASAMUND,2008,19,13
CHHATTISGARH,NARAYANPUR,2008,18,49
CHHATTISGARH,RAIGARH,2008,89,24
CHHATTISGARH,RAIPUR,2008,112,91
CHHATTISGARH,RAJNANDGAON,2008,47,33
CHHATTISGARH,SARGUJA,2008,65,27
CHHATTISGARH,SURAJPUR,2008,58,19
CHHATTISGARH,TOTAL,2008,1169,736
GOA,NORTH GOA,2008,26,14
GOA,SOUTH GOA,2008,23,11
GOA,TOTAL,2008,49,25
GUJARAT,AHMEDABAD COMMR.,2008,85,60
GUJARAT,AHMEDABAD RURAL,2008,36,20
GUJARAT,AHWA-DANG,2008,7,2
GUJARAT,AMRELI,2008,22,6
GUJARAT,ANAND,2008,40,10
GUJARAT,BHARUCH,2008,36,15
GUJARAT,BHAVNAGAR,2008,35,33
GUJARAT,DAHOD,2008,44,21
GUJARAT,GANDHINAGAR,2008,32,12
GUJARAT,HIMATNAGAR,2008,38,13
GUJARAT,JAMNAGAR,2008,34,12
GUJARAT,JUNAGADH,2008,33,20
GUJARAT,KHEDA NORTH,2008,36,11
GUJARAT,KUTCH,2008,40,8
GUJARAT,MEHSANA,2008,29,18
GUJARAT,NARMADA,2008,11,3
GUJARAT,NAVSARI,2008,25,3
GUJARAT,PALANPUR,2008,42,16
GUJARAT,PANCHMAHAL,2008,40,13
GUJARAT,PATAN,2008,14,15
GUJARAT,PORBANDAR,2008,7,6
GUJARAT,RAJKOT COMMR.,2008,37,33
GUJARAT,RAJKOT RURAL,2008,45,16
GUJARAT,SURAT COMMR.,2008,97,42
GUJARAT,SURAT RURAL,2008,43,4
GUJARAT,SURENDRANAGAR,2008,35,15
GUJARAT,TAPI,2008,21,5
GUJARAT,VADODARA COMMR.,2008,20,32
GUJARAT,VADODARA RURAL,2008,79,17
GUJARAT,VALSAD,2008,33,5
GUJARAT,W.RLY,2008,10,1
GUJARAT,TOTAL,2008,1106,487
HARYANA,AMBALA,2008,31,31
HARYANA,BHIWANI,2008,56,27
HARYANA,FARIDABAD,2008,59,24
HARYANA,FATEHABAD,2008,20,13
HARYANA,GRP,2008,27,3
HARYANA,GURGAON,2008,80,59
HARYANA,HISSAR,2008,52,46
HARYANA,JHAJJAR,2008,62,30
HARYANA,JIND,2008,39,24
HARYANA,KAITHAL,2008,22,24
HARYANA,KARNAL,2008,39,46
HARYANA,KURUKSHETRA,2008,20,19
HARYANA,MAHENDRAGARH,2008,31,6
HARYANA,MEWAT,2008,19,21
HARYANA,PALWAL,2008,34,37
HARYANA,PANCHKULA,2008,17,7
HARYANA,PANIPAT,2008,46,16
HARYANA,REWARI,2008,27,24
HARYANA,ROHTAK,2008,67,53
HARYANA,SIRSA,2008,48,35
HARYANA,SONIPAT,2008,84,48
HARYANA,YAMUNANAGAR,2008,41,23
HARYANA,TOTAL,2008,921,616
HIMACHAL PRADESH,BILASPUR,2008,5,2
HIMACHAL PRADESH,CHAMBA,2008,10,3
HIMACHAL PRADESH,G.R.P.,2008,0,0
HIMACHAL PRADESH,HAMIRPUR,2008,6,0
HIMACHAL PRADESH,KANGRA,2008,19,20
HIMACHAL PRADESH,KINNAUR,2008,1,0
HIMACHAL PRADESH,KULLU,2008,15,3
HIMACHAL PRADESH,LAHAUL-SPITI,2008,1,0
HIMACHAL PRADESH,MANDI,2008,19,7
HIMACHAL PRADESH,SHIMLA,2008,15,10
HIMACHAL PRADESH,SIRMAUR,2008,7,2
HIMACHAL PRADESH,SOLAN,2008,16,3
HIMACHAL PRADESH,UNA,2008,15,9
HIMACHAL PRADESH,TOTAL,2008,129,59
JAMMU & KASHMIR,ANANTNAG,2008,10,6
JAMMU & KASHMIR,AWANTIPORA,2008,2,3
JAMMU & KASHMIR,BANDIPORA,2008,3,3
JAMMU & KASHMIR,BARAMULLA,2008,18,35
JAMMU & KASHMIR,BUDGAM,2008,3,27
JAMMU & KASHMIR,CRIME JAMMU,2008,2,0
JAMMU & KASHMIR,CRIME SRINAGAR,2008,2,0
JAMMU & KASHMIR,DODA,2008,20,41
JAMMU & KASHMIR,GANDERBAL,2008,5,2
JAMMU & KASHMIR,HANDWARA,2008,6,22
JAMMU & KASHMIR,JAMMU,2008,31,87
JAMMU & KASHMIR,KARGIL,2008,0,0
JAMMU & KASHMIR,KATHUA,2008,14,18
JAMMU & KASHMIR,KISHTWAR,2008,10,22
JAMMU & KASHMIR,KULGAM,2008,6,9
JAMMU & KASHMIR,KUPWARA,2008,12,41
JAMMU & KASHMIR,LEH,2008,2,1
JAMMU & KASHMIR,POONCH,2008,13,27
JAMMU & KASHMIR,PULWAMA,2008,7,14
JAMMU & KASHMIR,RAILWAYS,2008,0,1
JAMMU & KASHMIR,RAJOURI,2008,8,26
JAMMU & KASHMIR,RAMBAN,2008,11,12
JAMMU & KASHMIR,REASI,2008,16,34
JAMMU & KASHMIR,SAMBA,2008,6,26
JAMMU & KASHMIR,SHOPIAN,2008,7,23
JAMMU & KASHMIR,SRINAGAR,2008,13,80
JAMMU & KASHMIR,UDHAMPUR,2008,10,10
JAMMU & KASHMIR,TOTAL,2008,237,570
JHARKHAND,BOKARO,2008,76,8
JHARKHAND,CHAIBASA,2008,127,46
JHARKHAND,CHATRA,2008,42,46
JHARKHAND,DEOGHAR,2008,46,4
JHARKHAND,DHANBAD,2008,72,41
JHARKHAND,DHANBAD RLY.,2008,13,0
JHARKHAND,DUMKA,2008,77,17
JHARKHAND,GARHWA,2008,48,78
JHARKHAND,GIRIDIH,2008,63,30
JHARKHAND,GODDA,2008,61,44
JHARKHAND,GUMLA,2008,158,79
JHARKHAND,HAZARIBAGH,2008,80,52
JHARKHAND,JAMSHEDPUR,2008,102,88
JHARKHAND,JAMSHEDPUR RLY.,2008,6,2
JHARKHAND,JAMTARA,2008,25,1
JHARKHAND,KHUNTI,2008,63,11
JHARKHAND,KODERMA,2008,23,31
JHARKHAND,LATEHAR,2008,31,16
JHARKHAND,LOHARDAGGA,2008,22,3
JHARKHAND,PAKUR,2008,31,90
JHARKHAND,PALAMU,2008,102,174
JHARKHAND,RAMGARH,2008,44,14
JHARKHAND,RANCHI,2008,209,72
JHARKHAND,SAHEBGANJ,2008,42,47
JHARKHAND,SARAIKELA,2008,59,56
JHARKHAND,SIMDEGA,2008,75,11
JHARKHAND,TOTAL,2008,1697,1061
KARNATAKA,BAGALKOT,2008,43,26
KARNATAKA,BANGALORE COMMR.,2008,253,297
KARNATAKA,BANGALORE RURAL,2008,102,54
KARNATAKA,BELGAUM,2008,124,94
KARNATAKA,BELLARY,2008,46,47
KARNATAKA,BIDAR,2008,28,36
KARNATAKA,BIJAPUR,2008,83,73
KARNATAKA,CBPURA,2008,39,44
KARNATAKA,CHAMARAJNAGAR,2008,36,20
KARNATAKA,CHICKMAGALUR,2008,39,31
KARNATAKA,CHITRADURGA,2008,42,15
KARNATAKA,DAKSHIN KANNADA,2008,29,45
KARNATAKA,DAVANAGERE,2008,26,18
KARNATAKA,DHARWAD COMMR.,2008,21,26
KARNATAKA,DHARWAD RURAL,2008,22,25
KARNATAKA,GADAG,2008,23,22
KARNATAKA,GULBARGA,2008,104,104
KARNATAKA,HASSAN,2008,72,59
KARNATAKA,HAVERI,2008,31,23
KARNATAKA,K.G.F.,2008,13,10
KARNATAKA,KODAGU,2008,22,33
KARNATAKA,KOLAR,2008,37,22
KARNATAKA,KOPPAL,2008,22,4
KARNATAKA,MANDYA,2008,50,41
KARNATAKA,MYSORE COMMR.,2008,26,30
KARNATAKA,MYSORE RURAL,2008,54,51
KARNATAKA,RAICHUR,2008,53,34
KARNATAKA,RAILWAYS,2008,13,6
KARNATAKA,RAMANAGAR,2008,92,60
KARNATAKA,SHIMOGA,2008,45,45
KARNATAKA,TUMKUR,2008,69,55
KARNATAKA,UDUPI,2008,21,10
KARNATAKA,UTTAR KANNADA,2008,18,15
KARNATAKA,TOTAL,2008,1698,1475
KERALA,ALAPUZHA,2008,8,37
KERALA,ERNAKULAM COMMR.,2008,9,11
KERALA,ERNAKULAM RURAL,2008,36,31
KERALA,IDUKKI,2008,15,28
KERALA,KANNUR,2008,26,38
KERALA,KASARGOD,2008,19,23
KERALA,KOLLAM,2008,26,21
KERALA,KOTTAYAM,2008,26,16
KERALA,KOZHIKODE COMMR.,2008,6,16
KERALA,KOZHIKODE RURAL,2008,15,17
KERALA,MALAPPURAM,2008,29,27
KERALA,PALAKKAD,2008,34,19
KERALA,PATHANAMTHITTA,2008,17,18
KERALA,RAILWAYS,2008,1,0
KERALA,THRISSUR,2008,38,64
KERALA,TRIVANDRUM COMMR.,2008,10,22
KERALA,TRIVANDRUM RURAL,2008,35,38
KERALA,WAYANADU,2008,12,8
KERALA,TOTAL,2008,362,434
MADHYA PRADESH,ALIRAJPUR,2008,59,40
MADHYA PRADESH,ANUPPUR,2008,32,11
MADHYA PRADESH,ASHOK NAGAR,2008,18,20
MADHYA PRADESH,BALAGHAT,2008,56,21
MADHYA PRADESH,BARWANI,2008,32,21
MADHYA PRADESH,BETUL,2008,57,33
MADHYA PRADESH,BHIND,2008,54,74
MADHYA PRADESH,BHOPAL,2008,60,86
MADHYA PRADESH,BHOPAL RLY.,2008,2,4
MADHYA PRADESH,BURHANPUR,2008,19,15
MADHYA PRADESH,CHHATARPUR,2008,52,62
MADHYA PRADESH,CHHINDWARA,2008,76,23
MADHYA PRADESH,DAMOH,2008,58,47
MADHYA PRADESH,DATIYA,2008,44,51
MADHYA PRADESH,DEWAS,2008,45,73
MADHYA PRADESH,DHAR,2008,80,94
MADHYA PRADESH,DINDORI,2008,19,3
MADHYA PRADESH,GUNA,2008,53,29
MADHYA PRADESH,GWALIOR,2008,98,120
MADHYA PRADESH,HARDA,2008,20,24
MADHYA PRADESH,HOSHANGABAD,2008,52,41
MADHYA PRADESH,INDORE,2008,125,197
MADHYA PRADESH,INDORE RLY.,2008,3,2
MADHYA PRADESH,JABALPUR,2008,69,111
MADHYA PRADESH,JABALPUR RLY.,2008,4,2
MADHYA PRADESH,JHABUA,2008,19,20
MADHYA PRADESH,KATNI,2008,33,26
MADHYA PRADESH,KHANDWA,2008,36,35
MADHYA PRADESH,KHARGON,2008,49,45
MADHYA PRADESH,MANDLA,2008,34,16
MADHYA PRADESH,MANDSAUR,2008,45,32
MADHYA PRADESH,MORENA,2008,59,75
MADHYA PRADESH,NARSINGHPUR,2008,48,41
MADHYA PRADESH,NEEMUCH,2008,24,14
MADHYA PRADESH,PANNA,2008,34,17
MADHYA PRADESH,RAISEN,2008,42,42
MADHYA PRADESH,RAJGARH,2008,38,63
MADHYA PRADESH,RATLAM,2008,43,44
MADHYA PRADESH,REWA,2008,52,42
MADHYA PRADESH,SAGAR,2008,83,90
MADHYA PRADESH,SATNA,2008,62,50
MADHYA PRADESH,SEONI,2008,41,23
MADHYA PRADESH,SHAHDOL,2008,31,12
MADHYA PRADESH,SHAJAPUR,2008,27,44
MADHYA PRADESH,SHEOPUR,2008,9,19
MADHYA PRADESH,SHIVPURI,2008,74,47
MADHYA PRADESH,SIDHI,2008,30,12
MADHYA PRADESH,SIHORE,2008,28,47
MADHYA PRADESH,SINGRAULI,2008,26,17
MADHYA PRADESH,TIKAMGARH,2008,46,28
MADHYA PRADESH,UJJAIN,2008,60,122
MADHYA PRADESH,UMARIYA,2008,22,10
MADHYA PRADESH,VIDISHA,2008,40,45
MADHYA PRADESH,TOTAL,2008,2322,2282
MAHARASHTRA,AHMEDNAGAR,2008,134,107
MAHARASHTRA,AKOLA,2008,54,72
